sea_surface_temp_c,atmospheric_pressure_hpa,wind_speed_kmh,wind_shear_kms,humidity_percent,coastal_distance_km,latitude,coriolis_parameter,cloud_top_temp_c,vorticity,previous_cyclone_30d,month,risk_level
23.6,1002.5,37.8,11.6,81.4,253.4,19.31,4.8233,-42.9,0.38,0,2,1
24.0,993.3,43.5,20.9,77.0,85.2,14.57,3.669,-21.9,0.93,0,9,1
23.0,1018.8,69.4,11.3,63.7,546.7,18.32,4.5853,-28.9,3.7,0,12,0
25.6,1008.0,32.3,29.9,64.1,271.4,21.37,5.3134,-58.4,2.31,0,8,0
22.4,1027.9,62.0,13.8,87.9,472.4,15.74,3.9562,-37.2,1.23,0,12,0
26.4,1006.1,43.8,22.5,85.8,135.5,18.09,4.5276,-31.5,0.34,0,12,1
25.3,1000.2,31.7,45.0,85.9,175.0,21.3,5.297,-51.4,1.0,0,2,1
23.9,997.8,89.6,32.4,81.7,196.8,8.36,2.121,-39.4,0.12,0,1,1
26.2,1006.5,30.1,19.4,69.6,357.6,24.39,6.0232,-40.2,1.4,0,9,0
31.3,997.1,58.2,10.0,70.6,115.6,12.1,3.0577,-40.1,2.74,0,10,2
21.5,1013.1,29.2,41.2,94.0,523.0,14.7,3.6998,-52.4,0.08,0,9,0
20.9,1005.0,103.8,25.6,85.7,185.6,21.76,5.4067,-49.5,1.34,0,4,1
27.8,1009.0,149.3,38.2,68.9,576.4,13.49,3.4033,-20.6,1.04,0,5,2
24.7,1017.6,33.8,18.1,73.6,390.7,11.0,2.7834,-38.2,2.45,0,1,0
27.1,1005.4,45.8,22.6,88.3,392.6,17.45,4.3726,-55.3,1.43,0,4,0
20.7,999.4,59.2,20.3,83.7,320.9,24.74,6.1039,-24.7,2.39,0,12,1
25.4,1006.0,29.6,17.8,80.6,64.5,16.36,4.1076,-49.1,0.22,0,4,0
21.8,1000.5,27.0,26.0,90.2,592.5,18.73,4.6838,-34.4,3.28,0,2,0
20.8,1018.1,55.6,31.2,91.2,265.9,22.55,5.5921,-50.8,0.04,0,2,0
24.8,1009.4,43.6,28.3,82.1,732.4,10.88,2.7518,-39.5,0.33,0,4,0
25.2,1003.5,44.0,36.1,62.4,343.9,24.81,6.1187,-26.4,0.84,0,1,0
28.5,996.5,87.2,55.7,94.5,222.4,10.84,2.7431,-35.9,2.22,1,5,2
26.7,1008.4,52.8,36.9,65.3,587.8,16.12,4.0486,-43.9,4.04,0,12,1
24.2,1009.1,19.1,37.0,77.3,409.2,14.48,3.6476,-49.2,1.25,0,1,0
26.8,981.9,19.6,65.6,62.4,146.7,21.18,5.2681,-31.4,4.98,0,5,2
28.7,986.5,55.1,13.2,82.8,501.4,14.08,3.549,-45.0,3.77,0,5,2
25.0,988.5,29.1,6.1,93.3,157.3,17.45,4.3729,-41.9,0.63,0,7,1
21.6,1020.8,38.3,57.8,80.8,401.1,24.77,6.1108,-53.2,1.91,1,12,0
20.1,1011.3,64.7,18.6,62.0,309.4,16.45,4.1291,-37.4,2.2,0,12,0
27.9,998.8,59.4,27.5,64.9,201.3,17.41,4.3646,-21.5,2.66,0,5,2
30.6,1021.3,67.8,14.2,93.5,526.9,20.09,5.0097,-55.6,15.04,1,11,2
20.1,1022.6,55.4,7.1,69.3,425.1,10.29,2.6062,-44.8,0.93,0,8,0
22.9,1001.7,21.8,22.5,86.6,65.2,23.21,5.7471,-57.3,3.93,0,12,1
21.3,1003.7,53.7,26.2,60.0,227.0,20.61,5.1342,-20.4,1.14,0,2,1
20.7,1004.1,44.4,16.3,88.2,303.6,24.56,6.0624,-48.8,0.55,1,4,0
27.6,1012.1,14.1,65.0,85.7,180.6,11.51,2.9111,-44.6,8.09,0,8,0
23.6,1000.6,44.3,19.5,67.8,384.8,19.67,4.91,-40.3,3.69,0,1,0
27.3,995.7,53.9,10.8,81.3,501.6,12.08,3.0527,-44.6,0.09,0,2,1
20.0,1003.6,27.2,18.2,87.7,527.6,15.7,3.9476,-23.2,0.9,0,4,0
25.4,1009.5,34.9,43.9,80.6,255.6,12.75,3.2189,-42.7,0.08,0,12,0
27.2,1019.4,40.3,22.5,63.0,72.8,9.18,2.3276,-56.9,3.42,0,8,1
27.2,996.0,143.8,30.5,83.5,283.4,21.0,5.2274,-36.5,3.88,0,10,2
20.6,1005.6,32.1,32.9,66.9,193.8,16.45,4.1297,-25.2,0.29,0,8,0
20.4,1024.1,55.0,16.5,72.9,603.7,15.51,3.8996,-45.7,2.31,0,8,0
24.2,1011.4,63.6,11.5,66.1,174.2,20.75,5.1678,-36.3,1.72,0,2,0
26.6,1007.8,37.1,23.5,79.7,487.4,17.54,4.3952,-24.0,0.06,0,7,0
26.6,1011.6,33.5,38.8,72.9,469.0,11.61,2.9338,-54.1,1.81,1,2,0
20.8,1020.7,57.4,46.1,85.4,301.8,13.13,3.313,-22.1,1.87,0,2,0
26.6,1006.4,17.4,29.8,64.2,394.9,22.98,5.6948,-44.9,0.7,0,7,0
25.5,1019.4,22.9,12.1,92.5,348.1,15.03,3.7808,-20.3,0.03,1,12,0
23.1,1006.4,54.0,17.8,79.1,380.0,24.06,5.9458,-59.3,0.36,0,4,0
26.9,1009.2,72.5,10.1,85.9,46.4,21.72,5.3971,-53.4,0.58,0,7,2
27.3,1014.8,56.4,11.5,76.7,86.8,14.09,3.5505,-52.5,1.28,0,2,1
22.2,1003.2,38.3,13.7,91.0,211.1,9.56,2.4212,-38.6,0.95,0,2,1
24.0,1021.4,31.7,28.7,72.8,176.7,21.43,5.3278,-40.1,0.5,0,1,0
24.7,994.4,38.3,15.1,61.8,298.4,17.11,4.2897,-54.7,1.4,0,3,1
27.1,1019.1,31.1,39.8,77.0,486.0,15.99,4.0166,-41.6,1.16,0,1,0
29.8,995.0,56.5,33.0,81.3,503.1,20.17,5.0289,-34.2,0.36,1,11,2
20.2,1028.9,57.9,23.9,80.0,174.3,23.99,5.9303,-22.4,0.02,0,9,0
25.0,1012.5,49.9,40.5,91.1,137.5,24.65,6.0838,-51.0,0.67,0,7,0
31.9,997.0,50.5,10.4,64.8,449.2,17.32,4.3409,-24.3,11.98,1,5,2
26.3,978.2,64.7,54.5,68.0,587.9,20.47,5.0998,-55.0,2.68,0,11,2
26.4,981.8,75.4,25.4,72.1,442.1,9.72,2.4621,-53.2,17.3,0,10,2
21.0,1008.6,59.5,29.6,83.1,347.7,8.27,2.0984,-44.7,1.23,0,8,0
30.7,985.2,89.9,24.4,83.4,518.6,8.89,2.253,-29.7,1.17,0,10,2
27.1,1014.0,35.5,27.1,66.4,262.7,20.86,5.1938,-47.8,5.97,0,1,1
21.4,1024.2,59.1,32.0,77.0,482.5,17.09,4.2858,-22.5,0.07,0,3,0
28.0,957.4,37.6,16.2,67.5,214.1,13.02,3.2845,-43.7,4.61,0,10,2
31.8,955.5,97.4,32.8,86.0,523.0,18.17,4.5489,-36.7,2.24,1,10,3
25.5,1000.5,40.4,10.4,82.6,356.9,24.48,6.044,-47.8,3.64,0,4,0
30.3,981.3,53.1,18.4,83.3,352.4,16.06,4.0342,-40.8,6.43,0,5,2
22.4,1008.1,57.5,23.3,67.8,214.4,10.82,2.7377,-48.6,0.65,0,3,0
28.2,992.0,28.2,6.8,78.7,383.3,19.78,4.9361,-34.8,1.29,0,11,2
24.8,997.0,56.1,8.2,67.8,389.4,17.05,4.2758,-38.4,1.97,0,3,1
30.8,994.3,67.3,24.8,91.5,443.5,9.01,2.2851,-23.2,11.96,1,10,2
30.7,1016.7,71.8,27.0,83.9,486.3,15.82,3.9765,-58.0,9.15,0,11,2
20.9,1004.8,56.8,22.6,60.0,414.8,23.4,5.7925,-51.3,3.4,0,4,1
22.6,1009.9,29.9,26.9,87.7,471.3,13.04,3.2918,-22.0,1.53,0,4,0
27.2,1009.1,38.7,31.6,82.5,403.9,17.17,4.3053,-37.5,0.67,0,9,0
28.5,973.2,43.6,33.0,60.9,234.7,15.14,3.8083,-51.1,0.63,0,11,2
20.5,998.9,27.6,40.1,71.0,260.9,17.82,4.462,-34.9,1.1,0,3,0
29.1,983.1,40.5,23.3,76.4,55.9,10.77,2.7265,-57.4,1.46,1,10,2
24.8,1027.6,30.3,24.4,87.6,67.7,21.05,5.2375,-24.0,0.19,0,3,0
27.6,1002.9,19.1,10.1,83.7,572.8,9.84,2.4913,-41.4,0.97,0,12,1
26.8,990.4,24.5,25.4,90.8,407.7,23.7,5.861,-45.4,6.06,0,10,2
22.3,992.6,17.8,22.9,84.6,536.9,19.42,4.8497,-36.8,0.0,0,7,0
27.2,970.3,15.8,34.3,63.4,215.7,22.65,5.6159,-39.7,9.61,0,11,2
21.9,1000.1,66.3,27.1,87.6,141.8,24.78,6.1124,-28.7,0.14,0,7,1
24.9,1009.9,64.0,24.0,94.0,86.8,8.46,2.1448,-28.7,0.58,0,1,1
27.0,1001.1,19.2,29.0,66.3,210.0,10.88,2.7537,-54.8,0.68,0,8,1
29.6,980.2,20.6,19.4,68.2,544.7,12.79,3.2297,-28.9,10.85,1,10,2
24.2,1003.3,27.3,31.1,92.3,187.6,16.66,4.1808,-44.1,1.81,0,2,0
30.4,1001.8,22.5,7.3,89.5,579.7,9.19,2.3282,-23.2,7.07,1,11,2
24.7,1034.3,47.1,15.3,84.7,297.9,24.18,5.9744,-38.6,2.3,0,12,0
30.7,1011.7,26.5,39.7,61.5,158.2,15.8,3.9701,-32.9,2.6,0,10,1
24.2,1003.8,16.4,30.9,68.0,569.4,19.07,4.7654,-55.2,0.54,0,3,0
27.1,1011.9,67.1,23.4,89.8,306.6,18.64,4.6617,-52.6,0.27,0,5,1
23.3,1004.2,59.3,18.9,70.8,479.9,23.33,5.775,-43.2,0.46,0,4,1
25.8,1022.3,60.5,39.2,60.1,878.8,16.62,4.1721,-20.6,1.42,0,1,0
25.8,1009.5,31.8,9.1,90.3,434.8,19.94,4.9732,-21.7,3.08,0,4,0
30.1,982.6,100.2,15.1,93.0,416.3,15.54,3.908,-48.9,7.82,0,6,2
22.4,1006.8,45.6,38.6,86.3,263.6,9.7,2.4579,-36.9,0.9,0,9,0
22.9,1004.1,90.0,26.4,78.1,503.9,10.12,2.5619,-28.0,0.54,0,7,1
25.5,1019.5,55.0,12.2,88.5,438.8,15.78,3.9669,-29.2,1.52,0,9,0
22.1,1013.7,89.5,0.6,90.4,148.9,17.35,4.3483,-53.2,0.51,0,2,1
21.2,997.7,56.7,21.7,74.9,519.0,15.61,3.9245,-27.0,1.38,0,9,1
22.8,1017.7,22.2,21.7,80.6,554.7,19.08,4.7677,-53.2,0.04,0,3,0
23.0,1012.4,41.4,37.2,90.6,411.1,19.15,4.7831,-50.6,0.61,1,2,0
24.0,990.4,80.5,29.3,74.2,430.3,21.64,5.379,-45.3,2.1,0,4,1
21.8,994.3,47.4,3.0,93.8,81.2,11.09,2.8056,-53.8,0.35,1,3,1
22.6,1006.0,59.5,20.3,77.1,57.3,23.76,5.8767,-26.4,6.51,0,1,1
26.8,1007.0,51.4,40.7,72.5,513.5,23.69,5.8601,-55.3,0.23,0,7,1
31.3,986.3,35.5,11.9,78.2,381.4,16.85,4.2265,-47.7,19.74,1,11,2
25.1,1009.7,54.5,3.7,69.1,339.5,12.02,3.0376,-46.7,0.15,0,1,0
25.4,990.9,87.9,15.4,72.2,236.2,10.52,2.6633,-58.5,0.88,0,4,2
31.9,988.5,26.5,7.8,60.5,530.0,24.4,6.0257,-30.6,6.88,0,11,2
25.3,1014.7,17.2,15.6,65.4,538.1,10.33,2.6144,-30.9,1.08,0,3,0
24.7,1000.5,60.4,25.8,69.7,598.3,12.89,3.2544,-42.3,0.3,0,4,1
22.2,1013.1,37.0,22.0,89.0,388.8,19.05,4.7606,-38.1,0.66,0,3,0
29.8,970.7,112.0,14.8,71.1,270.6,18.35,4.5907,-55.9,17.17,0,5,3
28.0,1015.3,55.7,38.3,83.1,361.7,11.47,2.8991,-24.2,0.16,0,12,1
24.8,998.7,37.1,14.1,64.6,449.4,21.51,5.3467,-37.1,2.1,0,9,0
26.7,1002.6,30.2,18.8,77.1,230.6,11.77,2.9747,-31.1,5.61,0,4,1
20.5,1016.2,33.2,33.3,90.1,174.1,17.44,4.3714,-45.7,4.73,0,2,0
22.2,1001.4,52.3,7.6,82.0,318.2,20.02,4.9919,-46.1,1.76,0,4,1
23.9,1013.0,24.7,15.8,79.7,147.5,10.25,2.5961,-47.9,2.49,0,4,0
28.5,967.4,69.6,44.7,71.3,416.8,14.71,3.7028,-39.0,0.79,1,11,2
29.7,987.7,61.4,31.4,75.5,437.0,21.72,5.398,-48.7,4.64,1,11,2
20.6,1018.1,47.3,43.5,83.9,272.6,24.65,6.0831,-46.2,2.07,0,12,0
27.1,1007.2,31.5,26.2,87.7,111.7,16.59,4.1635,-50.0,3.1,0,9,1
20.0,1007.4,52.6,28.5,92.8,52.8,10.07,2.5507,-30.4,0.21,0,2,1
22.2,1023.0,53.6,46.7,75.1,456.0,22.76,5.6412,-39.8,0.03,0,8,0
28.7,992.2,45.1,7.6,73.9,429.4,12.9,3.2553,-31.9,10.19,1,10,2
31.6,987.6,24.4,29.0,71.0,526.3,10.39,2.6294,-54.4,2.37,0,6,2
21.1,1001.5,32.8,21.6,66.2,71.2,20.36,5.0743,-59.4,2.99,0,9,1
20.3,998.6,53.0,2.9,77.0,528.0,15.86,3.9864,-26.6,4.03,0,8,1
22.3,1007.5,53.5,27.8,94.2,502.5,17.63,4.4169,-49.6,0.9,0,2,0
24.0,1017.0,30.3,30.5,66.5,245.2,20.93,5.2095,-40.9,1.36,0,8,0
25.2,1002.5,74.7,40.7,80.9,359.5,23.46,5.8052,-45.6,0.46,0,3,1
26.2,1018.7,64.4,16.8,60.9,374.4,21.27,5.2899,-25.8,0.12,0,1,1
23.0,1025.6,59.8,27.3,86.2,495.3,24.74,6.104,-44.3,1.55,0,8,0
26.6,1006.1,53.8,25.1,65.1,329.6,17.17,4.306,-31.8,1.31,1,8,1
27.5,1021.8,61.7,44.6,60.1,180.9,21.74,5.4012,-39.8,0.53,0,9,1
30.2,991.6,33.4,21.4,75.0,363.5,13.29,3.3524,-26.0,1.95,0,6,2
28.2,993.0,51.1,13.1,83.0,466.1,17.83,4.4659,-41.6,1.43,0,10,2
28.4,988.0,51.3,16.3,92.8,36.2,20.96,5.216,-29.1,5.48,0,11,3
26.4,992.5,92.1,11.4,63.8,107.9,11.91,3.0086,-33.8,2.69,0,5,3
31.3,974.0,137.6,37.7,77.5,330.3,23.27,5.7624,-20.4,3.48,1,11,3
21.6,999.2,53.3,35.4,60.9,228.9,17.71,4.4359,-30.5,1.91,0,7,1
21.8,997.5,42.1,26.8,80.3,696.7,16.8,4.215,-32.9,3.39,0,2,0
20.2,1016.2,21.9,35.0,79.1,91.9,18.17,4.5479,-48.7,3.96,0,8,0
30.6,994.0,13.6,16.8,64.6,437.6,14.99,3.7731,-56.5,3.14,1,5,2
22.7,1005.0,59.1,39.3,84.1,419.5,17.44,4.3717,-22.0,1.18,0,4,0
24.2,1022.8,57.0,24.1,71.6,283.6,22.56,5.5964,-50.1,2.56,0,4,0
25.7,998.5,65.2,47.3,69.8,254.9,8.07,2.0483,-50.8,1.88,0,4,1
26.3,985.3,59.6,18.8,92.4,216.4,21.46,5.3365,-49.1,2.92,0,10,2
24.8,1013.7,20.8,19.4,78.0,456.6,9.65,2.4442,-44.1,0.33,0,1,0
27.1,998.0,42.5,2.9,88.0,526.9,16.13,4.0513,-27.7,5.09,0,5,2
25.6,1014.6,59.2,37.2,94.2,124.0,17.46,4.376,-38.7,3.05,0,8,1
24.2,1004.0,19.3,21.9,66.2,534.9,11.57,2.9256,-31.1,0.1,0,2,0
20.7,1009.5,67.4,54.9,83.5,326.1,18.23,4.5614,-29.6,4.3,0,1,0
28.4,994.5,89.1,13.5,89.8,318.7,16.52,4.1463,-29.1,21.33,0,5,2
31.6,1037.8,63.6,24.9,93.5,292.6,9.32,2.3631,-52.0,6.53,0,6,2
27.3,972.3,67.5,32.7,69.9,322.6,15.02,3.7806,-33.4,4.08,0,6,2
21.8,1003.7,21.7,75.1,65.7,226.7,20.35,5.0713,-47.8,0.53,0,4,0
28.7,966.8,33.5,35.1,68.8,137.3,18.84,4.7108,-26.4,1.08,0,6,3
20.3,1018.3,39.0,34.3,74.9,434.3,23.34,5.7784,-29.2,1.14,0,1,0
27.0,958.7,32.0,20.4,83.9,378.5,18.5,4.6272,-27.5,2.68,0,11,2
27.2,1028.6,60.8,55.8,62.0,564.2,11.5,2.9084,-23.2,0.35,0,7,1
24.4,1001.4,44.7,8.8,83.7,235.6,13.8,3.4789,-58.0,4.59,0,7,1
26.6,1006.5,21.5,16.1,84.2,488.3,21.28,5.2929,-44.3,0.31,0,1,0
20.7,1001.8,38.1,19.7,82.6,252.1,23.54,5.8238,-32.8,1.21,0,9,1
27.7,1014.9,20.6,26.1,88.6,375.4,8.79,2.2278,-45.9,0.53,0,1,0
25.2,996.7,44.3,19.9,88.9,513.1,13.91,3.5063,-59.6,0.38,0,12,0
27.5,990.1,45.6,22.0,64.7,188.1,21.45,5.3323,-46.8,1.22,0,6,2
27.8,1022.4,76.3,14.4,73.4,364.7,15.74,3.957,-32.4,0.26,0,3,1
26.6,1028.4,49.5,14.1,75.8,164.2,10.67,2.7002,-49.9,2.15,0,8,1
20.5,1014.1,69.6,39.6,61.1,73.9,8.74,2.2152,-55.2,2.55,0,9,1
26.7,976.2,52.8,33.1,91.5,82.9,24.01,5.9333,-43.4,0.12,0,10,3
26.5,983.0,56.3,40.9,77.5,269.1,8.12,2.06,-25.7,0.34,1,5,2
31.6,999.3,48.5,11.6,88.7,494.7,15.0,3.7734,-47.6,22.61,0,5,2
29.7,991.9,34.1,11.2,75.6,260.1,16.68,4.1856,-45.7,5.31,0,6,2
25.2,1004.8,59.9,64.5,75.5,76.6,10.72,2.7124,-50.9,6.96,0,2,1
27.9,989.4,44.4,24.7,92.1,79.2,21.25,5.2863,-37.6,2.61,0,10,2
22.3,1024.1,18.3,47.4,90.3,431.4,13.9,3.5033,-22.5,0.53,0,7,0
27.0,1015.7,30.2,12.4,90.7,368.9,9.45,2.3939,-55.3,0.33,0,9,0
21.1,1018.6,44.4,25.1,65.5,231.8,15.42,3.8789,-48.1,0.23,0,12,0
27.6,997.6,41.1,28.6,77.1,346.0,22.7,5.6283,-30.9,0.45,0,10,2
23.7,1010.7,23.6,44.8,90.4,393.4,11.47,2.9003,-58.4,0.99,0,4,0
29.8,978.1,45.5,28.4,86.5,346.6,13.33,3.3617,-45.9,1.03,1,6,2
21.1,999.7,25.8,28.2,88.9,479.9,22.82,5.6567,-23.8,0.71,0,4,0
21.0,1007.9,64.1,18.2,72.7,580.4,21.77,5.4096,-39.0,2.47,0,4,0
22.2,1003.2,61.2,40.2,83.0,635.4,20.46,5.0983,-26.0,0.07,0,9,1
21.0,1009.7,79.7,29.4,74.4,507.8,14.99,3.7722,-48.4,1.08,0,9,0
28.1,1005.8,123.8,11.0,69.9,556.3,21.81,5.4186,-50.4,0.74,0,5,2
21.6,1014.8,15.6,9.9,71.5,505.1,12.76,3.2201,-43.7,0.36,0,2,0
21.3,1002.0,30.6,25.8,85.5,352.6,11.47,2.899,-21.1,1.39,1,9,0
22.0,1019.7,59.4,16.0,61.2,368.2,12.68,3.2011,-50.7,0.49,0,1,0
25.3,1014.0,58.4,18.3,83.3,109.1,9.43,2.3895,-55.5,1.83,0,4,1
26.7,1009.0,47.0,1.8,79.4,371.5,12.78,3.2265,-40.1,0.62,0,9,0
28.1,981.9,71.8,8.4,63.7,453.7,24.6,6.0716,-53.8,0.22,1,10,2
22.6,1017.3,28.7,30.8,70.0,348.6,8.28,2.1009,-33.9,0.91,0,12,0
30.2,976.4,51.8,45.5,68.0,243.8,18.52,4.6332,-34.2,2.24,0,5,3
27.4,1007.0,40.3,39.8,74.9,423.8,24.05,5.9434,-42.2,0.22,0,1,0
31.1,992.6,58.7,35.6,75.9,170.2,11.24,2.8437,-45.7,2.85,1,11,2
27.5,1022.2,92.9,39.0,63.6,322.1,14.23,3.5858,-26.4,19.37,0,6,2
21.9,1008.2,62.8,49.2,70.5,556.8,8.17,2.0738,-35.4,0.24,0,1,0
21.6,999.7,42.1,24.6,74.6,376.5,8.97,2.2749,-42.7,0.33,1,8,0
27.5,1010.2,55.5,27.4,93.7,311.6,24.25,5.9898,-32.1,1.09,0,8,1
27.8,975.5,37.1,26.5,80.3,318.6,14.29,3.5992,-49.2,8.34,0,11,2
27.5,1011.4,18.9,4.8,68.8,455.8,20.98,5.2215,-37.0,1.02,0,9,0
25.1,1004.3,51.1,16.6,83.9,315.5,13.76,3.4682,-44.8,0.78,0,12,1
21.8,1002.2,49.4,42.9,91.9,234.7,18.41,4.6071,-31.8,1.17,0,4,1
24.8,1005.5,40.4,24.3,93.2,418.8,18.05,4.5199,-42.1,1.58,0,3,0
30.0,990.5,67.9,10.3,65.4,372.4,9.29,2.354,-38.2,0.07,0,6,2
21.5,1016.8,34.7,31.9,67.9,132.0,10.18,2.5781,-48.8,2.54,0,7,0
23.0,994.7,34.2,36.9,63.7,379.1,24.59,6.0698,-23.5,0.43,0,8,1
23.9,1014.0,42.6,14.6,76.0,97.5,9.16,2.3211,-41.2,3.76,0,12,0
26.1,987.5,24.4,18.6,62.9,346.8,15.55,3.9093,-45.0,0.44,0,11,2
27.2,1008.9,14.1,15.7,67.7,120.6,22.57,5.5983,-32.9,5.21,0,1,1
27.9,1010.7,71.1,16.1,89.7,212.8,21.75,5.4048,-34.9,0.78,0,1,1
23.4,1003.0,56.2,12.3,87.3,53.9,16.0,4.0207,-21.3,0.05,0,8,1
25.9,1011.2,61.6,18.7,75.1,553.2,9.63,2.4405,-48.4,4.83,0,1,0
26.6,990.2,36.5,27.2,79.9,372.0,20.03,4.9941,-23.4,7.28,0,6,2
24.4,1025.6,47.3,21.4,93.5,306.7,13.9,3.5026,-51.9,1.88,0,3,0
26.3,996.1,53.4,96.4,94.0,359.2,23.04,5.7076,-39.0,0.11,0,12,1
27.0,969.3,73.1,8.1,76.5,185.4,9.74,2.4684,-27.6,3.72,0,6,2
27.6,1009.6,36.1,17.5,85.1,373.6,23.6,5.8399,-43.2,0.12,0,6,1
20.0,1011.9,44.5,3.8,60.2,483.5,22.56,5.5955,-37.2,3.27,0,9,0
23.0,1015.3,38.1,30.2,86.8,175.4,13.77,3.4718,-44.8,1.74,0,1,0
23.3,1002.3,42.7,34.7,94.7,33.9,16.51,4.144,-23.0,0.43,0,8,1
24.6,1017.9,29.5,30.9,71.1,432.1,14.59,3.6739,-33.4,3.13,0,9,0
26.3,987.7,75.5,22.1,67.7,187.1,22.2,5.5095,-21.6,6.73,1,6,2
27.8,976.2,38.1,21.2,65.0,649.8,11.85,2.9954,-50.6,0.19,0,6,2
28.9,989.0,55.9,19.8,70.7,53.1,10.09,2.555,-33.0,0.45,0,6,3
25.9,1007.3,47.4,33.9,76.0,505.9,22.28,5.5301,-30.7,1.14,0,4,0
21.1,1021.3,47.7,32.2,76.8,281.4,8.72,2.2119,-58.4,1.15,0,3,0
21.4,997.2,37.4,11.6,66.0,495.3,20.89,5.1999,-59.8,1.97,0,8,0
26.2,1010.4,34.9,28.9,63.7,647.4,14.34,3.6113,-38.4,0.27,0,1,0
23.6,1015.7,25.9,7.0,77.3,204.7,22.33,5.5422,-26.0,1.71,0,12,0
22.4,1006.6,23.0,37.9,69.7,314.4,12.45,3.145,-35.8,0.5,0,9,0
22.7,1025.0,69.0,26.2,80.3,147.7,20.81,5.1817,-44.1,0.21,1,8,1
24.7,1015.0,79.6,26.6,81.3,257.8,22.91,5.6782,-57.4,6.12,0,8,0
25.1,1028.9,57.0,7.6,84.8,513.5,15.97,4.0132,-57.4,0.61,0,8,0
26.0,994.8,25.5,25.1,64.8,244.0,17.96,4.4973,-38.5,6.84,0,4,1
27.1,991.2,63.7,19.4,85.8,336.5,14.26,3.593,-36.4,10.13,0,11,2
25.6,1016.9,13.7,26.1,67.3,299.3,10.21,2.5862,-38.0,3.72,0,8,0
27.6,994.5,70.2,14.8,61.8,463.9,10.46,2.6469,-40.0,7.92,0,6,2
21.9,1002.9,19.9,25.1,84.7,351.5,8.04,2.0399,-24.5,3.06,0,2,0
23.6,1013.8,37.1,30.2,79.5,605.2,10.02,2.5367,-25.1,0.34,0,3,0
26.4,1007.8,86.2,11.7,82.8,90.2,16.0,4.0206,-50.0,13.31,0,6,2
21.3,997.4,21.0,13.4,84.5,216.2,10.91,2.7603,-21.3,0.08,0,3,0
28.9,979.3,36.2,27.2,89.5,584.3,18.71,4.6794,-35.8,0.91,0,6,2
25.6,1013.8,80.2,10.0,82.0,365.1,20.15,5.025,-35.1,0.92,0,3,0
27.5,1010.2,41.4,24.7,70.6,531.7,10.36,2.6215,-23.5,0.66,0,3,0
28.5,995.9,70.5,16.9,78.7,122.8,24.56,6.0615,-35.9,0.95,0,5,2
25.0,1013.7,21.7,33.7,70.1,154.1,11.56,2.9236,-47.7,2.1,0,1,0
28.6,998.5,26.6,38.1,67.1,279.9,10.03,2.5402,-48.2,23.42,0,11,2
26.2,967.2,63.1,41.9,62.1,503.7,10.5,2.6583,-57.3,0.84,0,5,2
27.2,1025.9,29.2,33.4,80.9,393.5,21.81,5.4182,-28.5,0.69,0,3,0
26.7,990.7,35.1,11.1,68.2,231.1,10.71,2.7111,-35.2,9.05,0,5,2
26.1,975.9,50.5,27.8,64.4,265.9,24.56,6.0612,-57.5,2.31,0,11,2
24.8,1017.3,58.4,7.8,85.6,306.7,23.6,5.8387,-43.2,2.21,0,3,0
22.8,1007.5,59.6,35.4,92.6,145.2,8.79,2.2294,-31.9,2.42,0,8,1
22.6,1005.6,18.0,36.8,92.4,449.7,11.97,3.0259,-23.6,2.13,0,7,0
22.7,1007.1,31.6,21.7,75.3,320.1,21.15,5.2617,-34.3,1.67,0,4,0
27.2,1008.0,78.1,18.0,62.8,455.5,12.05,3.0437,-53.2,1.53,0,12,1
21.4,1001.9,39.6,13.6,68.1,331.8,12.71,3.2093,-40.5,1.0,0,7,0
31.9,984.7,90.6,60.2,67.2,512.0,17.45,4.3733,-53.0,0.25,1,11,2
27.6,1013.7,85.7,8.6,91.1,392.0,17.69,4.4308,-58.6,1.43,0,5,2
30.8,990.8,39.9,12.7,76.5,570.6,15.99,4.018,-47.2,12.13,0,6,2
24.9,1012.0,56.4,24.4,67.0,224.2,17.35,4.3497,-37.2,0.81,0,3,0
22.0,1010.8,23.2,24.3,76.7,228.4,20.02,4.9927,-25.0,0.82,0,4,0
20.8,1005.1,16.2,49.1,67.8,193.4,16.82,4.2212,-34.7,0.12,0,1,0
26.3,993.0,52.3,24.1,60.4,481.4,17.45,4.3745,-38.7,7.43,1,5,2
22.1,1022.4,54.4,19.8,66.6,552.3,14.23,3.5857,-21.8,0.06,0,1,0
28.5,968.5,85.9,22.8,79.3,182.6,8.34,2.1144,-47.8,0.56,0,11,3
25.4,1010.1,56.5,10.3,83.1,318.8,13.15,3.3174,-35.0,2.4,0,3,0
25.1,1010.6,39.6,38.2,64.6,146.2,10.14,2.5675,-46.9,1.62,0,8,0
24.3,1014.6,59.8,21.5,86.6,446.4,18.62,4.6562,-53.5,0.7,0,4,0
27.8,1026.3,31.3,24.9,83.9,407.8,19.29,4.817,-36.1,3.01,1,7,0
21.3,1006.3,65.6,42.0,62.2,254.5,9.58,2.4263,-25.8,0.23,0,7,0
21.6,1013.5,49.3,9.0,82.6,555.5,19.87,4.9574,-29.6,0.33,0,8,0
29.6,992.0,50.0,27.9,74.2,361.8,19.52,4.8733,-54.8,6.91,1,5,2
26.6,984.0,142.8,22.9,67.1,444.5,20.49,5.1053,-58.2,5.84,0,6,2
20.3,1031.4,42.7,37.2,63.7,230.6,11.51,2.9096,-59.3,0.01,0,1,0
