temperature_c,temp_max_c,temp_min_c,temp_trend,humidity_percent,heat_index,wind_speed_kmh,uv_index,consecutive_hot_days,urban_area,soil_moisture_percent,cloud_cover_percent,previous_heatwave_30d,month,risk_level
32.6,36.4,25.6,0,67.6,38.8,17.0,5.6,0,0,49.8,7.6,0,1,0
25.8,29.1,17.4,1,92.5,25.8,20.3,4.0,0,0,46.3,49.7,0,9,0
31.7,31.6,21.9,1,73.7,35.1,26.4,3.8,1,1,50.7,97.9,0,9,0
42.2,46.3,32.2,1,73.2,49.7,34.5,7.9,4,1,41.4,65.8,0,6,2
36.2,37.0,29.0,1,73.5,42.1,36.3,4.0,0,1,48.5,94.8,0,2,0
25.4,24.6,17.2,0,85.6,25.2,40.2,1.8,0,1,47.5,62.3,0,8,0
33.5,40.8,25.4,1,71.1,40.5,58.6,4.4,4,0,43.3,86.1,1,6,1
29.1,34.2,17.8,0,88.9,28.8,22.4,2.2,1,1,48.1,78.2,0,12,0
21.9,25.1,14.2,1,80.4,21.9,60.5,2.6,1,0,57.5,90.7,0,10,0
22.2,24.8,11.0,1,82.5,22.3,21.6,1.7,1,1,66.7,35.9,0,12,0
29.2,30.8,21.5,-1,88.7,34.5,19.5,5.1,0,1,41.3,83.9,1,2,0
28.7,35.6,19.7,-1,77.0,34.4,8.5,3.7,1,0,58.2,48.0,0,3,0
44.8,48.3,37.7,0,55.7,53.2,23.9,7.2,4,1,42.1,94.5,0,5,2
34.0,39.7,29.3,1,66.7,40.7,19.6,4.7,1,0,42.1,27.6,0,6,0
26.6,31.8,22.6,-1,83.5,26.6,38.4,4.3,1,0,59.8,32.4,0,10,0
32.7,37.2,26.7,0,73.9,38.4,8.0,4.5,1,1,51.2,8.0,1,5,0
42.5,44.0,30.2,0,60.9,49.3,10.9,7.9,0,1,27.8,3.9,0,8,2
37.6,40.9,25.4,1,62.0,42.1,50.8,5.0,2,1,43.5,19.4,0,12,1
34.1,42.0,27.0,0,65.9,40.7,7.3,6.0,5,0,36.7,13.1,0,5,1
36.7,40.5,26.4,-1,77.0,42.3,29.5,4.0,0,1,38.8,92.5,1,5,0
46.6,49.6,37.4,1,66.4,54.5,21.7,6.2,0,1,25.9,74.7,0,9,2
24.0,25.2,13.1,0,88.0,24.6,22.2,2.8,1,1,55.2,97.5,1,1,0
43.6,44.8,33.7,1,57.3,49.1,33.3,6.4,6,1,32.6,15.8,1,4,2
27.3,30.3,20.9,0,78.3,26.2,15.0,2.9,1,1,56.0,86.7,0,3,0
31.1,36.8,25.3,1,79.8,37.9,27.8,4.3,0,0,46.9,22.9,0,10,0
25.6,33.1,21.8,-1,75.0,25.6,25.6,4.1,0,0,55.6,12.3,0,1,0
27.9,33.3,17.7,1,85.4,28.3,23.2,2.4,0,1,60.6,86.5,0,11,0
38.4,42.7,25.5,0,69.4,43.1,13.0,6.3,3,1,39.0,2.3,0,6,1
43.7,46.9,38.2,1,56.8,51.5,19.5,6.2,3,1,46.1,51.5,0,5,2
39.6,42.3,34.9,1,72.0,48.8,19.6,6.5,2,0,41.4,25.8,0,6,2
41.8,45.2,31.4,0,60.5,49.1,24.9,6.3,3,1,36.8,98.4,0,3,2
27.6,31.4,16.9,-1,77.9,28.7,8.2,3.4,1,1,49.3,83.8,0,9,0
25.1,23.9,15.3,-1,89.5,24.2,35.3,1.9,1,1,54.4,8.0,0,3,0
37.1,40.5,28.8,-1,74.0,45.7,32.9,5.7,0,0,51.7,34.0,1,9,1
18.7,23.0,15.3,0,90.6,18.7,20.5,1.8,0,0,66.2,30.8,0,2,0
33.5,39.1,25.6,-1,75.2,41.1,22.0,4.5,0,1,49.3,16.1,0,11,0
37.0,40.1,27.6,1,62.1,44.2,30.6,6.5,1,0,41.5,86.6,1,12,1
34.9,39.2,28.7,1,77.2,42.9,20.6,6.2,1,0,35.9,21.3,0,9,0
33.8,35.1,22.4,0,86.3,38.6,36.2,4.6,0,1,50.3,18.7,0,10,0
44.3,47.7,36.0,0,47.9,51.6,34.1,6.4,0,0,28.4,72.8,0,7,2
30.0,33.7,22.2,0,81.0,36.4,15.4,4.2,3,0,58.0,5.3,0,7,0
27.5,32.5,19.0,1,88.3,26.5,18.0,3.9,1,1,48.4,71.9,0,6,0
15.6,22.9,11.5,1,92.9,15.6,38.4,0.9,2,0,67.0,90.5,0,2,0
46.1,50.8,35.0,0,57.2,54.7,17.8,9.0,5,1,25.4,37.1,0,4,3
15.5,21.9,9.4,1,90.7,15.5,27.2,1.3,2,0,68.1,24.5,0,11,0
27.1,25.5,19.7,1,78.3,25.2,52.3,2.6,2,1,61.4,68.4,0,12,0
43.2,49.2,37.1,1,66.6,52.5,20.6,6.9,4,1,38.7,89.9,1,6,2
30.0,34.1,23.4,0,73.6,36.4,25.4,4.7,0,1,58.7,45.9,1,9,0
37.1,38.9,31.2,0,70.0,44.7,31.0,5.2,0,1,34.2,7.4,0,3,0
28.4,29.1,19.0,-1,85.4,27.1,12.5,3.1,0,1,41.7,4.4,0,12,0
37.8,41.1,32.0,1,75.9,45.7,27.4,5.0,2,1,38.8,43.8,0,5,1
17.9,17.3,7.0,1,95.0,16.6,24.6,1.1,1,1,71.5,82.9,0,11,0
16.5,19.1,11.0,1,95.0,16.5,59.4,2.2,2,0,66.3,78.9,0,9,0
18.4,22.6,11.5,1,95.0,17.6,38.2,0.0,1,1,65.7,73.5,0,8,0
27.4,32.3,15.4,0,77.7,27.3,34.7,4.2,0,1,52.0,47.3,0,2,0
25.2,29.2,16.2,0,93.4,25.2,22.1,2.8,0,0,56.5,71.5,0,2,0
45.0,51.8,33.8,0,57.2,54.0,26.0,6.4,3,1,33.9,49.0,0,5,2
22.0,27.7,18.2,0,80.7,22.0,21.5,3.5,1,0,50.2,6.2,0,3,0
29.3,33.2,19.0,-1,89.9,27.9,37.0,4.6,2,1,57.4,53.0,0,1,0
35.4,35.5,25.9,-1,72.4,40.6,23.0,6.1,0,1,36.7,83.1,1,3,1
37.5,43.2,28.5,0,74.6,46.6,23.2,5.9,4,1,49.5,68.4,1,4,1
31.1,30.2,21.6,0,73.0,34.5,23.6,3.8,4,1,43.3,23.6,0,6,0
25.2,32.1,20.4,1,90.5,25.2,45.0,4.2,1,0,60.8,93.0,0,1,0
46.8,47.6,37.3,1,63.2,56.2,25.2,7.0,1,1,28.0,66.3,1,6,2
35.4,41.3,28.4,1,72.9,43.6,14.4,6.6,1,1,42.4,63.6,1,4,1
21.2,24.9,9.0,1,92.0,20.4,11.7,0.1,1,1,54.0,4.3,0,11,0
43.2,44.6,31.9,-1,54.5,47.3,25.5,7.2,2,1,29.3,30.4,0,6,2
37.5,44.5,30.8,1,60.6,44.6,26.9,5.4,3,0,51.4,71.6,1,5,1
32.1,34.9,20.7,0,86.4,36.4,11.3,4.6,3,1,56.0,14.8,0,1,0
27.5,30.8,22.6,0,83.6,27.7,24.2,2.0,0,1,50.3,10.9,0,3,0
16.9,22.7,7.9,0,95.0,16.1,22.1,1.7,1,1,60.9,45.4,1,11,0
28.8,29.2,21.5,0,79.2,27.9,24.1,4.3,0,1,42.5,64.0,0,12,0
19.6,24.1,9.6,0,95.0,19.4,30.6,1.4,0,1,58.9,9.8,1,8,0
32.6,37.4,28.0,1,73.9,39.5,26.7,3.6,0,0,53.6,56.1,0,12,0
18.4,20.7,11.7,1,95.0,17.5,15.8,1.1,1,1,67.4,73.0,0,2,0
45.4,45.1,33.1,-1,50.0,51.1,27.0,6.2,4,1,26.2,43.3,0,6,3
20.9,28.6,11.3,1,95.0,20.9,11.6,1.9,0,0,63.4,16.3,0,10,0
37.3,39.5,28.7,1,64.1,45.3,14.9,5.1,4,1,50.2,27.4,0,5,1
44.8,52.4,38.9,1,52.4,52.9,24.3,9.4,0,0,35.9,39.2,0,11,2
17.5,24.7,7.8,-1,95.0,17.5,45.8,1.0,0,0,54.9,21.0,0,1,0
42.7,47.7,34.0,-1,65.5,51.0,23.5,6.5,6,1,35.7,43.3,0,6,3
40.2,44.4,35.3,1,69.9,49.0,23.1,5.9,1,1,35.8,37.5,1,4,1
31.2,36.2,23.3,-1,77.4,37.9,38.3,4.9,0,0,57.8,8.9,0,12,0
41.4,47.5,37.4,1,57.3,49.3,15.6,7.9,2,0,37.8,62.0,1,5,2
22.4,28.7,16.6,0,85.7,22.4,9.6,3.0,0,0,53.5,88.6,0,9,0
24.3,26.9,14.9,1,78.8,24.3,20.7,1.3,0,0,56.4,0.7,0,1,0
36.3,39.6,26.2,-1,77.7,43.6,13.0,6.2,4,1,46.6,74.4,0,10,1
25.2,28.9,16.0,0,94.8,24.6,20.6,3.2,0,1,64.0,7.0,0,11,0
19.1,22.7,9.8,1,95.0,19.1,16.3,1.6,3,0,60.4,41.4,0,8,0
20.8,27.2,11.9,0,91.0,20.6,28.1,2.3,1,1,68.4,5.0,0,1,0
30.3,30.2,24.3,0,84.7,36.8,16.3,3.7,0,1,43.6,98.5,0,9,0
44.5,47.7,37.2,1,55.2,51.3,34.5,7.5,2,1,39.6,46.5,0,1,2
25.7,30.5,17.7,1,76.1,25.7,35.1,4.6,2,0,51.5,22.8,0,3,0
33.1,34.2,23.8,0,78.1,37.6,29.4,3.6,0,1,39.6,22.9,0,2,0
25.1,32.3,19.1,0,75.1,25.1,17.2,4.3,0,0,61.4,87.6,1,10,0
40.3,45.8,28.9,1,70.5,48.6,17.2,5.7,3,1,41.2,47.2,0,7,1
33.3,36.3,26.6,0,75.8,40.6,21.6,5.0,1,0,49.7,64.2,0,3,0
32.8,33.5,22.8,0,74.5,38.3,22.9,5.2,2,1,54.9,69.1,0,3,0
23.0,27.2,17.4,0,94.4,24.4,15.0,2.2,6,1,63.3,76.2,0,6,1
29.5,32.5,22.6,1,71.7,35.1,36.0,5.2,1,0,54.5,59.2,0,2,0
21.6,23.6,12.7,-1,95.0,19.3,21.7,0.7,0,1,66.9,28.2,0,1,0
23.5,27.5,10.6,-1,95.0,21.2,30.4,0.5,0,1,56.1,67.0,0,9,0
41.1,45.8,34.5,0,56.5,48.3,28.3,6.3,2,1,33.7,73.1,0,6,2
34.6,39.1,28.7,0,79.7,42.8,18.5,5.3,2,0,38.4,84.3,1,7,0
38.6,45.4,32.7,-1,55.1,45.4,26.5,5.2,2,0,40.3,8.0,0,6,1
21.7,21.6,11.1,0,91.7,20.2,9.0,2.7,0,1,62.2,18.4,0,3,0
44.2,51.0,40.3,1,59.2,53.1,25.9,7.6,3,0,41.2,15.8,1,5,2
31.6,38.1,27.7,1,65.4,37.4,14.9,3.3,0,0,54.2,9.9,0,10,0
49.6,55.9,46.3,1,57.9,59.8,36.3,8.7,4,0,28.9,61.9,0,4,3
24.5,25.0,18.7,-1,95.0,24.3,35.0,1.8,1,1,63.9,23.1,0,2,0
33.5,37.3,26.2,-1,84.6,40.6,12.8,5.0,4,1,41.3,74.7,0,1,1
32.3,37.5,20.2,1,71.1,36.6,33.0,4.2,2,1,41.5,92.0,1,9,0
16.1,19.5,6.8,0,95.0,17.2,30.7,0.0,0,1,61.9,0.6,0,3,0
35.4,42.3,30.1,1,79.0,43.9,29.2,5.5,4,0,52.8,40.6,1,6,1
31.7,37.7,28.0,1,84.8,39.2,45.2,4.2,2,0,54.9,49.7,0,7,0
19.5,25.2,12.6,1,92.3,19.5,21.0,2.8,1,0,64.2,28.1,1,12,0
30.9,32.7,24.6,-1,81.2,36.1,30.5,5.1,2,1,51.7,93.2,0,12,0
45.9,47.9,42.7,-1,49.9,53.9,17.5,6.9,4,0,38.2,99.6,0,6,3
15.7,18.1,6.7,1,95.0,15.7,38.0,0.0,1,0,60.0,84.8,0,2,0
48.3,51.9,39.5,-1,52.7,55.7,42.5,7.5,2,1,35.1,59.1,1,7,2
19.0,19.3,10.0,1,95.0,17.8,9.6,0.8,0,1,69.0,31.6,0,9,0
38.3,44.5,28.9,1,59.7,45.6,26.4,6.8,5,0,44.4,79.2,0,4,2
22.8,28.6,14.6,-1,79.4,22.8,18.6,1.9,0,0,62.7,78.6,0,1,0
19.7,20.4,6.9,1,91.8,18.5,23.0,0.0,0,1,58.3,17.2,0,9,0
18.9,22.6,9.4,1,95.0,16.8,18.1,0.7,1,1,61.9,86.7,0,12,0
35.5,37.4,24.7,0,70.2,40.7,32.6,4.8,1,1,52.1,41.6,0,1,0
39.6,44.8,32.7,-1,55.6,46.7,25.5,6.6,2,0,47.2,70.4,0,4,2
25.2,27.8,17.9,0,92.2,25.2,23.3,3.3,1,0,57.7,3.5,0,9,0
45.3,47.6,33.8,-1,58.2,52.7,25.2,7.1,0,1,42.8,29.5,1,5,2
25.9,29.2,13.3,1,80.4,23.7,42.8,3.6,0,1,55.7,46.2,0,9,0
29.5,33.7,24.5,1,72.1,34.4,26.7,2.9,2,1,53.5,47.6,1,8,0
27.9,28.3,19.2,-1,90.5,27.3,26.7,4.5,1,1,52.5,55.1,0,3,0
20.9,21.4,13.0,-1,95.0,19.5,62.7,0.9,2,1,52.6,52.5,0,2,0
46.5,50.6,42.4,1,46.7,54.1,35.7,9.3,2,0,38.6,97.8,0,7,3
29.5,34.1,19.3,0,73.6,28.6,25.3,2.3,1,1,46.7,43.5,1,12,0
30.2,33.3,20.3,0,70.7,35.9,43.8,4.9,0,0,55.4,4.3,0,1,0
26.4,31.4,16.8,1,90.7,26.4,21.9,2.7,2,0,49.0,1.9,0,5,0
34.0,35.7,26.3,1,83.0,42.9,47.0,5.7,2,1,49.1,50.3,0,5,1
18.9,20.0,9.4,1,95.0,16.0,64.3,0.0,0,1,60.2,25.6,0,3,0
22.6,25.3,9.7,0,89.0,21.4,36.1,2.2,1,1,58.8,62.4,1,9,0
34.4,39.2,30.0,1,77.3,42.4,14.0,4.3,0,1,40.2,43.0,0,2,0
33.4,38.0,28.0,1,67.8,40.0,29.8,5.7,1,0,36.8,81.6,0,2,0
17.4,25.1,12.1,1,93.6,17.4,6.6,0.0,1,0,68.9,94.1,0,11,0
51.5,52.1,41.7,1,43.6,60.2,30.6,8.5,1,1,32.2,64.8,0,4,2
38.3,40.7,33.5,1,71.2,46.9,18.7,6.2,2,0,46.1,10.8,0,12,2
32.9,35.8,27.9,1,64.8,39.0,30.3,5.2,2,0,42.7,81.1,0,5,0
16.1,21.0,9.1,-1,95.0,16.1,12.9,0.0,0,0,72.2,35.4,0,12,0
20.5,24.3,9.6,0,87.7,19.8,12.0,1.4,0,1,68.0,79.4,0,2,0
19.1,17.7,9.3,1,95.0,17.8,9.2,0.4,1,1,67.8,65.6,0,10,0
28.1,28.5,15.3,1,82.7,26.1,34.4,4.5,1,1,53.3,13.9,0,12,0
48.4,51.9,41.3,1,63.8,56.7,32.0,6.9,1,1,35.8,52.1,0,2,2
41.6,46.4,31.2,-1,60.9,51.0,10.2,6.1,3,1,45.1,44.6,1,6,2
15.0,19.7,8.7,1,95.0,15.0,21.5,0.8,0,0,74.9,31.3,0,9,0
37.2,41.2,29.1,-1,76.0,46.3,41.4,4.3,2,1,46.6,73.7,0,5,1
31.7,30.9,23.4,1,70.6,35.9,20.8,3.1,2,1,49.3,97.1,1,5,0
38.4,43.9,27.4,0,58.6,44.3,38.8,7.3,4,1,39.1,25.9,1,5,2
35.3,38.5,27.6,1,68.6,39.8,25.8,4.8,1,1,51.5,38.4,0,2,0
23.0,27.2,12.4,0,81.6,23.2,36.7,2.6,2,1,61.3,81.0,0,8,0
36.3,39.5,26.8,1,67.0,42.1,28.5,5.1,4,1,44.0,50.4,1,6,1
37.6,44.1,33.5,-1,68.8,45.7,16.1,6.3,6,0,43.7,46.6,0,6,2
23.0,26.6,18.4,1,81.6,23.0,42.1,2.5,0,0,48.1,60.5,1,12,0
29.6,30.6,17.6,1,77.0,33.8,30.2,2.8,1,1,56.0,38.8,0,12,0
29.0,28.2,20.1,1,79.4,26.1,26.6,2.7,1,1,42.4,27.7,0,9,0
32.3,34.6,26.1,0,71.7,36.1,27.4,3.3,1,1,43.8,28.1,0,2,0
22.9,25.2,13.0,0,94.2,20.3,15.6,1.8,2,1,60.3,73.4,0,2,0
33.2,36.5,29.0,0,74.6,40.4,27.1,6.3,3,0,55.9,9.0,1,7,1
25.6,29.1,17.0,1,89.8,25.7,26.0,2.5,3,1,46.6,23.7,0,10,0
41.4,47.8,32.5,-1,57.4,49.2,25.7,6.6,1,0,41.7,13.2,1,7,1
46.0,44.5,32.4,0,51.8,51.4,25.8,7.2,2,1,28.4,27.3,1,5,2
30.8,33.5,24.0,1,83.1,37.7,17.2,4.4,1,0,51.1,50.0,1,8,0
34.6,36.9,26.9,-1,80.3,42.9,15.5,4.4,4,0,38.0,79.4,1,7,1
43.6,46.6,38.6,1,57.8,52.4,19.1,7.7,2,1,32.6,23.2,1,6,2
32.1,34.5,22.0,1,81.2,35.9,27.0,4.5,1,1,46.9,63.7,1,11,0
25.5,25.1,17.0,1,93.7,24.6,36.7,1.3,2,1,48.7,58.0,0,1,0
15.0,22.7,10.5,-1,95.0,15.0,27.0,0.0,1,0,60.1,47.6,0,9,0
35.6,38.6,26.6,1,78.4,41.8,22.0,4.0,2,1,54.3,89.6,0,1,1
17.0,20.2,6.0,0,95.0,17.5,27.6,0.0,0,1,70.1,52.4,0,9,0
33.3,34.3,22.5,1,83.3,37.4,27.0,5.6,2,1,50.4,93.1,0,4,0
21.8,22.8,15.0,1,85.4,21.6,8.7,2.4,1,1,55.7,13.2,0,2,0
50.0,53.6,42.1,-1,47.6,58.6,32.9,8.6,2,0,27.3,43.0,0,6,3
28.4,30.7,21.3,0,72.8,28.0,9.0,3.5,1,1,48.1,56.2,0,1,0
25.8,32.5,15.8,-1,89.0,25.8,29.3,2.4,1,0,62.1,74.3,0,11,0
15.0,21.7,9.6,-1,95.0,15.0,14.9,2.0,0,0,65.6,34.3,0,12,0
49.7,53.2,46.5,1,41.6,57.1,54.2,10.4,2,0,36.8,37.8,0,6,3
31.4,29.7,20.8,0,82.4,35.6,51.9,3.1,3,1,39.2,35.7,0,12,0
38.8,40.6,29.4,1,57.2,46.0,33.0,6.5,3,1,48.4,12.7,0,7,2
25.9,32.2,22.0,1,92.7,25.9,14.2,2.5,0,0,60.0,32.2,1,12,0
37.2,38.7,26.7,0,66.9,43.7,33.3,4.3,0,1,39.4,18.1,0,8,0
22.5,27.4,15.7,0,82.1,22.5,19.6,3.6,2,0,51.0,27.0,0,9,0
44.1,48.9,34.4,0,64.1,53.5,15.7,7.4,3,1,42.8,35.1,1,5,2
32.6,37.7,28.2,-1,72.7,39.7,17.3,4.8,0,1,51.3,50.3,0,9,0
32.6,35.7,20.7,1,74.9,39.3,13.6,4.1,0,1,55.9,26.0,0,2,0
39.5,43.8,32.1,1,70.3,45.8,33.2,6.2,6,1,40.1,4.1,0,4,2
33.5,36.5,25.5,0,67.8,40.6,20.8,4.0,0,1,50.3,74.2,0,9,0
40.1,46.4,35.5,0,66.8,48.8,20.0,7.7,5,0,44.8,38.5,0,4,2
39.3,44.8,33.9,1,71.2,46.5,13.5,6.6,0,1,40.6,5.8,1,7,1
53.4,57.3,45.4,0,45.7,60.8,28.4,8.9,1,1,21.8,13.6,0,7,2
41.8,48.4,37.5,1,52.8,50.0,17.9,5.8,1,1,47.1,84.4,0,4,1
42.2,48.0,37.8,-1,49.3,49.2,14.1,8.6,2,0,43.7,45.6,1,4,2
21.9,26.9,16.6,0,87.5,23.1,23.8,2.6,2,1,64.6,9.2,0,3,0
32.7,38.5,26.2,1,74.8,40.4,11.6,5.1,2,1,51.7,46.1,0,12,0
25.9,28.9,20.3,0,74.9,25.9,21.3,2.5,1,0,59.9,58.6,0,3,0
37.4,40.4,28.4,0,65.2,44.1,16.7,6.6,3,1,39.7,41.2,0,7,1
32.7,37.7,23.5,1,67.3,39.0,24.6,5.0,1,0,40.5,93.7,0,1,0
22.8,25.6,17.6,1,95.0,22.8,13.8,2.9,0,0,66.4,21.7,0,3,0
24.2,26.7,14.1,0,95.0,23.4,13.7,3.4,0,1,51.1,89.2,0,9,0
41.7,41.5,31.4,-1,53.9,48.1,6.6,5.9,4,1,39.2,85.1,0,4,2
26.2,31.9,16.4,1,90.4,26.2,20.8,3.8,1,0,58.8,55.9,1,4,0
31.9,35.7,28.8,1,73.1,38.4,45.9,4.5,1,0,56.5,51.6,0,2,0
18.9,18.1,9.8,-1,95.0,16.5,40.3,0.3,2,1,52.9,28.9,0,3,0
52.4,57.3,42.6,1,38.7,52.3,26.9,10.2,2,1,34.2,32.3,0,5,3
38.3,38.9,27.3,-1,71.6,46.3,11.1,5.9,2,1,47.2,53.4,0,7,1
35.9,40.7,28.3,1,73.1,43.9,15.2,5.9,3,0,47.9,41.2,1,5,1
31.6,35.0,21.1,0,76.5,35.7,32.6,4.2,2,1,57.6,81.7,0,11,0
36.8,43.9,27.2,-1,61.3,43.8,10.2,7.2,1,0,42.3,63.3,0,2,1
42.8,46.1,31.7,1,57.4,49.7,24.5,7.4,1,1,41.6,39.8,0,7,2
24.2,27.1,14.7,1,87.2,24.2,27.0,3.2,0,0,47.1,45.6,0,8,0
31.2,35.7,23.6,0,74.8,37.6,10.0,6.0,2,0,41.9,44.6,0,5,0
36.0,39.6,28.0,1,59.8,42.6,34.6,5.1,6,0,44.0,90.1,0,6,1
15.0,19.0,5.7,1,95.0,15.0,57.3,0.1,1,0,64.8,9.4,0,9,0
19.7,20.5,11.4,1,95.0,19.0,15.9,0.0,0,1,53.0,27.9,0,12,0
32.7,37.5,24.5,1,68.0,37.0,28.6,3.4,0,1,52.5,46.7,0,2,0
27.6,30.0,17.6,0,77.5,25.6,17.0,3.8,0,1,43.1,46.9,0,10,0
32.8,34.9,23.1,0,81.9,40.5,21.7,5.2,5,0,39.6,30.0,0,7,1
34.9,40.4,24.9,0,61.7,41.3,25.1,6.3,4,0,45.9,84.8,1,5,1
29.3,35.5,21.5,1,86.4,36.2,33.1,5.2,1,1,42.0,43.3,1,6,0
37.1,39.4,29.2,0,67.3,44.9,16.4,4.2,0,1,33.6,63.6,0,3,0
26.1,33.4,20.9,-1,93.2,26.1,32.1,2.5,1,0,48.9,93.6,1,2,0
16.9,18.9,13.8,1,95.0,16.9,19.0,1.2,0,0,58.0,22.3,0,2,0
33.5,35.1,24.9,0,72.9,40.2,13.6,5.9,0,1,48.7,9.6,0,12,0
36.9,42.7,29.6,1,66.2,44.5,28.9,4.6,2,0,36.3,34.1,0,4,1
39.0,45.4,35.7,1,59.3,46.4,25.5,7.8,2,0,31.4,33.0,1,4,2
16.3,18.3,11.8,-1,95.0,17.2,22.3,0.0,1,1,66.7,94.0,0,10,0
16.2,18.1,7.3,1,95.0,16.1,28.5,0.1,2,1,68.0,98.1,0,1,0
17.9,18.3,8.9,1,95.0,17.6,13.5,0.6,0,1,65.2,53.4,0,9,0
32.6,36.4,21.4,0,89.0,37.9,33.9,3.2,4,1,42.3,51.2,0,6,1
39.4,46.2,32.5,1,70.2,48.3,14.7,7.2,1,0,39.7,41.7,0,10,1
18.8,20.9,9.9,1,89.6,18.8,31.3,1.7,0,0,62.8,28.6,0,8,0
24.8,29.6,19.8,1,84.3,24.4,35.4,3.1,0,1,58.7,90.5,0,9,0
37.6,43.0,31.4,1,75.5,45.7,23.1,5.7,2,1,46.5,33.7,0,7,1
17.1,17.5,10.6,1,95.0,17.2,15.2,0.3,1,1,62.0,46.4,0,2,0
29.5,34.2,20.5,0,83.7,36.0,11.8,5.4,3,0,51.3,26.3,0,4,0
30.7,36.0,24.8,0,71.0,35.9,37.5,5.2,1,1,57.3,78.4,0,10,0
46.9,45.3,37.5,0,56.8,53.8,8.6,6.8,3,1,31.7,92.0,1,6,2
26.1,30.5,19.8,0,92.1,26.1,10.5,3.7,1,0,59.3,33.4,0,12,0
34.6,38.1,29.0,-1,81.6,42.6,18.1,3.6,4,1,47.9,58.0,1,6,1
18.2,20.4,9.9,-1,95.0,16.5,18.6,0.0,1,1,71.1,25.5,0,1,0
33.5,36.2,28.1,-1,73.6,40.6,23.8,4.8,2,0,47.6,11.3,0,2,0
27.0,28.0,18.2,-1,94.7,24.6,39.7,4.0,0,1,55.0,68.7,0,2,0
42.5,44.4,31.4,1,58.4,50.0,67.9,6.7,1,1,29.4,13.8,0,1,2
40.1,40.4,31.1,-1,60.4,46.9,54.1,5.1,4,1,47.6,10.7,0,7,2
45.1,44.3,33.2,0,58.3,52.0,29.9,6.5,2,1,42.4,67.4,0,12,2
32.2,35.7,21.8,1,84.5,36.8,12.4,4.8,0,1,56.9,94.5,1,10,0
24.4,30.4,20.2,0,92.4,24.4,47.0,1.8,0,0,52.2,33.3,1,9,0
18.2,24.6,9.2,1,89.2,18.2,16.0,0.6,1,0,52.2,39.9,0,3,0
44.0,48.9,34.7,1,65.7,53.8,27.9,6.6,5,0,45.5,41.3,0,5,2
25.2,26.3,14.3,-1,81.2,25.4,37.0,3.4,0,1,48.8,91.8,0,11,0
28.0,34.0,18.7,1,77.0,28.7,14.7,2.4,2,1,59.7,40.3,0,5,0
44.1,46.7,38.4,1,60.7,53.2,47.1,8.2,3,0,27.0,26.7,1,4,2
20.2,27.9,15.0,0,95.0,20.2,26.4,0.6,0,0,62.2,89.3,0,3,0
43.7,48.6,34.6,1,58.6,50.1,35.9,5.6,3,1,26.8,60.2,0,7,2
49.7,54.8,38.9,0,44.1,56.4,15.3,7.9,1,1,37.6,43.0,0,10,2
45.5,45.8,32.8,0,65.7,52.7,21.1,7.3,8,1,35.4,40.0,1,6,3
21.6,23.7,12.4,0,95.0,21.8,24.3,2.8,0,1,57.7,29.5,0,8,0
35.3,39.9,30.1,-1,64.2,43.0,12.4,6.3,4,1,46.4,29.1,1,5,1
39.8,43.3,31.0,1,64.3,46.7,33.1,6.8,2,1,38.8,20.4,0,7,2
45.9,47.5,36.7,1,50.3,51.8,23.8,6.9,2,1,36.5,4.9,0,5,2
18.1,24.4,9.5,-1,94.7,18.1,56.6,1.4,0,0,70.0,63.1,0,3,0
20.2,23.0,11.5,-1,95.0,20.0,26.4,0.9,2,1,49.9,48.8,0,8,0
33.3,37.3,29.2,0,75.1,40.6,21.4,6.0,0,0,40.3,23.7,0,2,0
15.0,18.4,11.8,1,92.2,15.0,41.4,1.0,2,0,61.0,88.2,0,2,0
30.3,31.7,22.7,0,77.4,34.5,20.0,3.1,1,1,54.9,81.2,0,10,0
35.0,36.7,25.7,1,67.8,41.1,17.1,4.5,2,1,51.9,32.8,1,11,0
15.0,18.1,8.1,1,95.0,15.0,34.3,0.7,2,0,65.8,91.4,0,2,0
28.2,31.9,18.7,0,93.3,28.4,17.9,2.4,1,1,57.4,66.5,0,8,0
39.2,41.4,31.2,0,62.0,43.5,23.5,4.4,1,1,36.9,57.4,1,6,1
40.0,44.7,32.2,1,74.9,48.8,13.7,6.1,3,1,32.4,76.6,0,7,2
45.0,45.9,39.8,1,48.7,52.7,19.9,8.3,3,1,35.4,66.6,1,6,2
47.7,51.8,39.3,1,50.4,52.8,26.2,7.3,3,1,26.7,50.7,0,6,2
36.9,38.9,28.9,1,69.3,43.9,30.9,5.5,2,1,49.5,55.6,0,9,1
15.0,17.6,9.4,0,95.0,15.0,30.8,0.0,1,0,74.0,73.5,1,8,0
33.1,33.5,27.4,-1,80.7,40.0,23.4,4.7,0,1,54.6,81.6,0,9,0
21.1,22.9,15.4,1,95.0,21.4,13.8,2.4,1,1,60.9,90.7,0,2,0
27.2,32.1,16.2,-1,78.9,27.8,18.8,1.7,1,1,60.6,28.5,0,11,0
15.9,20.7,10.7,1,90.0,15.9,22.6,1.8,1,0,70.6,62.0,0,12,0
16.8,18.8,13.3,1,89.2,16.8,18.1,1.7,0,0,54.8,5.1,0,2,0
26.1,32.1,21.1,1,94.0,26.1,20.2,1.7,2,1,52.6,72.0,0,12,0
26.2,30.3,18.5,1,95.0,24.7,23.0,3.0,2,1,62.2,35.4,0,8,0
