rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,flood_risk
26.18,8.73,4.95,3.3,-0.39,47.55,459.1,19.3,91.36,32.79,15.67,1,0
139.67,99.31,14.47,9.09,2.5,86.67,78.5,24.91,73.64,22.1,1.89,7,2
45.03,27.65,3.42,4.29,-0.08,52.6,299.24,24.89,77.41,30.21,4.14,5,0
64.34,75.11,11.16,7.61,0.47,66.77,148.5,18.46,62.28,21.24,4.2,8,1
92.23,56.54,7.61,6.69,0.34,73.14,132.53,27.64,92.63,14.51,2.71,6,1
17.03,32.53,1.94,3.26,-0.34,56.63,469.27,30.31,62.63,25.95,5.48,1,0
2.01,22.14,0.66,2.37,-0.09,56.15,132.73,18.24,82.05,24.3,14.37,2,0
234.82,215.95,30.05,12.54,4.02,87.05,31.73,26.22,85.97,11.74,0.2,8,3
195.65,104.54,17.3,9.39,1.95,81.74,31.32,26.99,88.37,30.74,1.52,8,2
110.63,51.58,8.27,6.86,0.59,66.41,83.03,32.46,67.05,37.71,3.47,11,1
105.75,58.37,10.89,7.31,0.35,60.69,112.08,21.56,80.29,16.95,2.72,9,1
34.51,0.0,4.66,3.2,-0.0,46.59,324.55,28.36,91.77,25.38,17.56,1,0
55.64,70.67,9.09,5.26,0.89,68.21,142.16,33.65,62.72,9.23,4.71,1,1
177.79,80.44,16.07,8.42,2.3,88.07,45.1,23.16,85.08,17.55,1.39,6,2
32.66,5.94,2.77,3.11,0.09,22.2,455.15,21.67,66.42,20.11,14.95,11,0
383.14,163.64,20.78,11.79,3.69,85.67,22.37,23.68,86.98,8.73,0.94,6,3
374.09,243.47,26.26,13.08,4.12,94.13,12.36,27.63,75.64,30.73,0.49,7,3
109.45,45.54,5.22,7.8,0.4,72.14,132.32,20.23,83.36,36.12,3.98,8,1
83.9,62.0,8.44,6.7,0.8,61.64,124.96,19.13,94.16,38.49,1.98,7,1
73.75,49.96,9.82,7.91,0.82,67.37,110.05,31.82,81.15,38.8,2.0,6,1
171.04,131.11,14.89,8.44,1.5,81.83,52.0,27.28,89.46,10.95,1.52,7,2
29.62,26.89,0.19,4.42,0.23,54.02,429.85,28.77,83.75,33.22,15.66,8,0
111.44,44.0,6.8,7.26,0.37,64.81,88.72,20.69,90.12,20.66,3.68,5,1
111.42,69.4,10.62,5.85,0.42,71.26,130.68,25.01,73.02,32.17,4.97,8,1
37.23,0.96,3.25,1.84,0.06,32.39,449.2,28.53,70.01,37.1,8.73,11,0
83.03,59.94,11.19,6.81,0.79,65.84,52.91,34.14,93.22,38.03,4.76,5,1
11.6,36.15,0.89,3.73,-0.08,23.33,214.11,32.49,84.76,26.77,11.85,9,0
9.07,9.78,4.16,3.46,0.23,29.28,148.46,26.63,94.94,29.32,3.1,2,0
1.41,39.18,4.9,2.51,-0.48,49.09,432.4,20.3,88.78,37.27,5.13,5,0
60.84,54.25,9.88,6.68,0.57,66.3,106.21,19.33,90.84,7.73,1.52,8,1
27.86,25.9,4.49,2.8,0.12,26.7,162.48,28.14,82.13,31.1,11.92,5,0
134.76,100.8,17.31,9.45,2.11,89.42,26.99,21.92,74.51,6.15,1.92,6,2
6.12,8.67,4.32,4.43,0.26,23.04,314.72,30.08,82.54,31.95,14.03,10,0
33.47,11.44,3.0,4.86,0.13,33.32,288.96,18.27,70.14,17.93,6.41,7,0
0.73,14.02,2.95,2.57,-0.15,56.17,239.3,31.32,73.88,26.77,11.74,3,0
55.6,64.1,10.95,5.14,0.86,65.92,65.95,33.62,63.87,35.34,2.12,2,1
75.05,59.77,10.8,6.01,0.42,70.68,132.6,22.08,64.97,17.18,1.85,2,1
239.07,164.21,32.96,13.13,2.69,89.13,38.9,23.32,89.28,6.76,0.47,7,3
97.48,70.56,11.94,6.04,0.59,62.48,70.41,33.59,73.81,11.29,3.93,8,1
102.92,58.09,5.3,5.93,0.52,72.58,115.42,34.45,71.25,39.94,2.46,7,1
188.93,92.16,14.85,10.94,2.47,78.35,23.99,24.76,75.44,26.66,1.04,9,2
89.55,66.79,11.73,6.81,0.69,60.22,58.09,33.92,90.33,39.39,3.52,2,1
24.34,9.95,0.84,3.94,-0.07,28.65,224.0,32.43,90.8,21.1,19.43,5,0
77.49,63.11,8.61,7.06,0.75,66.36,92.5,26.73,80.55,21.68,1.99,7,1
445.26,212.8,40.42,13.25,3.9,88.99,7.0,29.34,63.59,5.42,0.58,6,3
44.84,8.43,1.14,2.12,-0.4,45.57,130.06,28.96,71.89,29.78,5.28,5,0
10.54,30.05,0.75,4.2,-0.05,53.28,101.9,18.88,93.25,29.6,15.74,12,0
157.93,80.25,12.09,9.25,1.23,84.97,62.53,33.11,75.47,10.0,0.86,8,2
9.22,8.09,1.93,1.2,-0.18,40.47,293.32,32.27,65.09,22.7,9.51,5,0
48.2,24.97,0.87,1.47,-0.2,32.31,211.7,33.52,79.88,23.24,10.96,6,0
118.3,54.77,7.5,6.03,0.66,66.61,137.99,26.63,64.84,39.4,3.27,6,1
90.4,41.75,5.86,6.68,0.54,70.94,115.23,29.77,75.05,28.55,4.46,7,1
154.03,139.73,12.78,10.57,1.72,87.41,69.03,23.06,93.24,10.31,2.33,6,2
84.16,46.53,8.46,6.23,0.92,60.14,147.63,20.58,61.64,23.83,3.69,3,1
37.78,6.57,4.57,2.47,0.04,29.02,196.13,27.53,86.91,31.52,12.77,12,0
0.84,27.17,0.38,2.68,-0.02,57.48,224.72,29.12,81.67,16.62,7.25,9,0
83.42,66.71,10.62,7.92,0.74,73.12,50.11,21.65,63.3,23.62,3.36,2,1
51.66,55.88,7.12,7.14,0.34,67.33,107.91,24.89,70.65,28.89,3.66,4,1
53.45,62.77,7.68,7.27,0.51,68.89,103.77,19.23,70.16,35.88,1.52,11,1
334.01,196.64,21.05,11.21,2.51,96.87,19.29,32.37,81.32,26.33,0.76,6,3
58.93,56.36,7.48,5.91,0.81,70.51,108.9,23.95,68.53,27.96,4.79,7,1
80.51,60.0,9.88,6.1,0.9,60.44,93.98,28.32,69.66,19.96,3.29,5,1
22.49,36.85,2.8,1.18,-0.17,36.66,486.2,28.81,84.96,31.95,13.19,4,0
166.54,99.41,16.13,10.1,1.14,84.32,75.0,28.65,88.75,22.91,1.1,8,2
134.83,84.74,13.92,10.38,1.05,83.74,79.73,26.86,62.23,34.1,2.21,7,2
37.28,39.82,3.33,2.97,0.24,20.63,391.97,19.05,75.75,12.17,18.11,3,0
68.89,68.61,11.7,7.07,0.92,66.8,127.16,30.08,77.77,26.91,4.45,9,1
104.1,56.16,9.79,5.3,0.39,62.1,54.55,31.5,81.36,25.12,3.39,11,1
157.83,112.12,13.43,8.94,1.35,78.09,58.28,28.74,62.05,9.96,1.01,6,2
165.54,128.71,18.46,8.57,1.17,85.82,29.39,30.35,89.46,15.47,2.2,7,2
167.36,112.93,15.73,10.18,2.29,79.54,33.26,33.55,72.19,14.54,1.84,6,2
12.65,20.6,4.99,4.22,0.08,38.08,224.78,27.65,88.46,22.07,17.55,12,0
89.13,54.5,9.49,5.81,0.86,63.44,65.88,30.03,66.39,9.07,4.24,6,1
147.39,96.0,19.88,10.73,1.04,86.56,26.62,22.65,69.43,33.68,0.55,8,2
372.98,157.14,26.09,13.53,2.92,85.94,29.61,33.64,82.76,8.16,0.66,9,3
35.09,22.26,1.79,4.65,-0.48,32.63,122.75,29.94,71.6,28.65,16.03,11,0
156.22,94.6,19.02,10.23,2.35,87.28,79.42,19.47,71.8,9.52,0.88,7,2
129.99,127.65,14.21,10.63,2.42,77.23,47.76,26.22,90.22,25.61,2.46,7,2
19.81,38.55,2.69,2.15,-0.4,48.14,357.94,34.17,60.78,15.63,9.36,8,0
27.35,21.85,0.45,2.67,0.18,54.25,139.7,22.47,90.62,9.51,4.54,2,0
23.52,7.29,2.99,3.77,-0.13,23.91,287.46,29.6,87.66,38.68,4.38,4,0
40.01,34.52,0.75,4.41,0.29,49.07,413.91,28.29,70.78,34.31,19.91,4,0
183.61,104.56,15.17,10.86,2.38,78.5,66.85,20.62,72.49,11.21,1.75,6,2
197.38,129.6,19.22,10.8,2.2,85.11,20.34,27.71,70.64,16.13,1.43,9,2
98.1,50.21,9.2,7.05,0.63,65.05,111.92,25.26,73.71,21.25,4.92,4,1
101.29,45.0,6.94,5.66,0.57,71.45,121.37,18.11,64.98,12.82,3.82,9,1
23.6,22.59,0.33,4.1,-0.14,40.98,276.31,27.51,65.43,11.37,9.81,7,0
65.72,42.15,10.45,6.92,0.54,60.71,136.56,33.82,76.75,16.91,2.09,11,1
98.87,58.69,6.34,6.56,0.55,64.36,82.81,33.07,85.69,28.38,3.04,11,1
86.54,78.11,9.23,6.82,0.39,74.95,127.28,25.04,77.57,23.27,4.57,10,1
37.82,21.59,0.39,1.07,-0.42,36.42,473.28,31.63,76.32,17.66,13.84,11,0
89.72,60.61,5.17,7.82,0.75,61.37,52.1,28.36,81.49,22.49,1.68,3,1
362.79,218.77,24.88,13.31,2.66,93.53,6.95,19.83,61.84,16.24,0.26,9,3
161.45,80.69,16.14,8.3,1.99,83.48,20.63,31.2,69.65,22.47,0.91,7,2
37.37,29.9,2.59,3.63,-0.09,21.14,126.4,30.75,91.96,6.04,9.52,8,0
170.85,88.9,18.13,8.21,2.24,78.93,61.33,23.78,77.6,21.21,2.35,6,2
111.08,49.77,8.15,7.78,0.76,65.83,63.14,27.88,85.14,9.35,2.42,3,1
20.84,34.5,1.42,4.66,-0.13,45.88,205.76,32.78,63.83,32.09,5.65,4,0
95.29,60.67,11.22,7.97,0.38,61.95,63.03,24.34,85.67,19.19,3.88,9,1
28.78,37.01,0.73,4.88,0.26,55.38,185.82,30.94,94.51,11.31,13.78,2,0
88.91,67.98,7.88,5.42,0.77,67.87,113.94,33.42,80.56,7.99,2.68,12,1
23.6,9.41,2.81,1.5,0.26,54.39,162.23,26.71,87.05,12.67,5.93,11,0
20.67,8.25,4.38,1.63,-0.14,44.23,376.75,32.77,79.89,20.38,9.51,3,0
105.33,48.57,7.41,7.62,0.34,67.68,98.17,22.79,67.67,37.41,4.13,8,1
248.34,239.1,23.54,12.52,3.79,91.01,38.31,26.97,62.64,34.83,0.57,7,3
65.1,74.64,9.1,7.83,0.7,61.86,67.09,30.33,61.72,29.63,4.96,4,1
40.98,39.97,1.06,2.06,0.03,58.62,466.33,31.52,64.75,39.21,11.55,9,0
315.59,148.18,44.43,13.53,2.86,96.76,16.92,33.41,78.55,9.82,0.63,7,3
158.58,111.22,19.8,10.9,1.32,87.17,31.83,29.49,74.18,37.6,0.93,6,2
235.08,204.61,25.02,13.37,4.07,86.46,36.92,28.42,94.5,35.88,0.37,9,3
59.57,73.8,8.33,5.49,0.39,74.48,78.15,24.98,73.51,29.53,4.68,6,1
20.51,17.69,4.34,3.45,-0.48,40.76,404.98,25.18,75.79,38.39,3.96,5,0
7.93,10.33,3.03,2.73,0.12,54.1,316.66,23.22,74.52,29.95,15.89,8,0
114.3,76.16,6.1,6.1,0.73,62.39,146.8,20.84,64.24,7.99,4.7,9,1
146.99,117.99,12.4,9.83,1.23,87.46,41.33,32.3,61.76,18.88,1.06,7,2
48.25,10.04,3.38,3.83,-0.01,32.52,208.44,32.72,93.14,8.71,13.16,10,0
26.2,20.2,2.63,4.9,0.23,26.47,247.55,24.13,87.95,23.34,10.21,2,0
28.67,34.15,1.21,4.51,-0.48,49.3,473.25,25.46,61.57,37.2,14.17,6,0
119.32,64.45,7.6,7.32,0.42,65.77,84.7,31.29,76.95,32.79,3.01,6,1
118.95,43.85,7.0,7.61,0.35,73.14,102.43,23.26,70.4,15.7,2.93,8,1
30.38,28.08,1.01,1.74,0.27,43.59,256.05,26.93,68.46,12.24,16.62,10,0
82.26,73.15,10.81,7.13,0.37,72.58,117.1,24.17,90.77,30.39,3.94,7,1
118.69,60.73,11.49,6.22,1.0,68.69,54.23,22.67,61.14,33.73,3.55,9,1
134.55,90.18,18.9,9.49,1.37,85.33,73.51,23.9,76.91,31.33,1.76,6,2
117.31,70.79,8.42,6.01,0.68,71.23,128.39,30.26,83.02,38.57,2.64,2,1
9.02,33.66,0.06,2.25,-0.49,23.84,218.84,28.14,63.04,29.56,3.92,4,0
59.14,68.59,9.76,7.98,0.74,72.0,76.83,33.59,86.43,27.93,2.69,12,1
13.21,36.4,4.58,2.32,0.06,47.03,422.63,26.67,83.37,5.92,8.04,11,0
12.97,15.19,2.95,2.07,-0.0,36.38,320.82,23.01,93.2,31.73,10.41,8,0
15.9,1.25,1.36,1.87,-0.46,39.67,287.45,22.45,93.37,8.88,4.32,10,0
23.21,28.91,3.28,3.84,-0.49,28.71,364.67,18.09,88.16,32.05,11.23,9,0
164.62,115.19,16.52,9.14,1.51,88.49,56.45,26.47,71.56,37.68,0.99,6,2
250.16,249.41,22.25,11.01,2.59,89.44,27.15,18.1,92.8,33.77,0.2,8,3
36.97,31.24,1.99,2.54,0.03,23.74,394.25,21.24,83.25,8.44,3.73,3,0
85.96,49.61,5.87,6.76,0.83,74.9,125.83,28.48,94.51,27.4,4.28,10,1
369.03,173.8,29.25,12.65,4.08,89.13,25.29,31.87,76.34,7.69,0.58,6,3
75.63,57.51,8.98,6.48,0.75,62.71,104.07,25.84,76.43,35.85,3.08,5,1
100.01,76.67,9.94,7.02,0.58,60.02,62.02,29.48,74.61,30.57,3.37,11,1
79.09,44.71,7.31,7.17,0.73,61.8,66.33,31.83,72.23,25.84,3.74,12,1
154.65,87.97,15.06,10.86,1.11,81.13,58.88,23.86,92.92,6.07,0.66,8,2
127.31,138.23,19.83,8.39,1.16,81.19,77.82,24.18,84.63,11.26,1.3,7,2
147.77,113.71,15.47,9.38,2.45,79.44,57.64,19.04,77.13,33.47,1.34,6,2
396.57,199.71,43.92,11.46,3.46,91.99,22.22,29.4,64.43,17.13,1.22,7,3
241.74,169.41,21.58,13.39,3.74,89.09,10.73,20.83,75.86,13.65,0.16,6,3
65.23,45.35,11.67,5.22,0.44,65.22,112.02,20.14,70.14,13.36,3.41,6,1
13.49,36.06,0.24,3.64,-0.47,52.03,431.76,21.16,64.36,22.62,18.19,5,0
29.61,14.03,1.07,1.47,0.2,37.61,350.08,32.83,79.14,21.83,11.34,8,0
41.34,33.23,1.46,4.5,0.12,36.72,399.36,25.8,68.34,37.96,19.34,4,0
99.88,46.67,10.69,6.04,0.65,69.12,98.81,19.9,75.13,14.82,3.5,11,1
16.31,10.77,2.26,4.09,0.17,52.18,348.48,30.49,61.38,32.94,7.77,11,0
61.97,74.42,8.72,6.23,0.72,69.52,54.28,24.19,62.15,34.83,5.0,2,1
28.59,3.83,0.8,1.34,-0.19,53.68,462.76,28.79,83.95,23.68,4.22,11,0
9.75,20.2,3.84,1.25,-0.04,24.77,114.58,32.18,64.13,6.58,3.9,8,0
192.29,127.43,13.88,10.94,1.54,77.54,49.97,19.42,82.2,35.03,1.95,6,2
197.96,138.54,12.52,10.47,1.97,84.71,27.7,34.7,91.91,20.37,1.8,6,2
163.59,89.91,16.66,11.0,1.23,87.25,32.44,30.49,70.52,16.4,2.06,8,2
103.5,55.8,9.55,7.28,0.53,71.96,83.89,21.78,67.0,30.8,2.4,6,1
34.01,33.7,1.14,4.47,-0.47,56.51,147.34,22.25,89.28,22.93,13.98,5,0
140.27,93.51,12.48,8.28,1.99,82.58,21.8,29.15,78.04,14.55,2.44,8,2
35.84,28.24,1.17,2.08,0.02,35.6,177.82,20.62,89.95,23.01,15.44,11,0
24.48,15.64,0.45,3.5,-0.1,31.01,289.47,31.63,82.73,21.37,16.18,3,0
60.43,53.85,5.3,7.16,0.97,63.96,58.77,32.56,79.32,6.64,3.16,6,1
123.11,119.54,14.18,10.61,1.73,79.58,51.06,27.59,64.01,39.89,1.26,7,2
18.13,5.11,0.61,2.13,-0.46,47.54,129.6,19.58,62.21,14.37,6.46,3,0
148.26,97.79,14.8,10.32,1.99,77.78,30.45,29.23,86.75,14.28,0.7,6,2
0.73,24.99,0.58,4.08,0.19,57.79,365.79,23.99,77.18,11.66,11.19,7,0
76.77,79.33,8.27,7.58,0.78,66.76,51.33,27.58,73.49,5.56,4.8,2,1
19.83,4.45,0.16,3.63,-0.01,48.33,364.15,22.95,64.53,34.5,4.94,11,0
105.56,42.43,9.24,7.51,0.56,66.83,119.87,24.56,70.35,5.59,1.74,11,1
87.17,76.02,8.86,5.77,0.6,67.74,59.67,19.86,74.17,33.16,4.1,10,1
28.34,14.06,3.05,1.1,-0.41,25.08,175.71,30.79,91.69,34.24,10.81,10,0
165.06,120.15,14.62,9.23,1.35,89.69,49.82,26.33,67.69,22.76,2.49,6,2
150.55,121.36,16.79,8.16,1.12,75.31,42.25,20.94,81.2,15.11,1.99,8,2
7.11,2.11,3.13,1.22,0.17,40.48,310.8,20.9,66.92,16.16,12.55,7,0
170.4,131.49,18.27,9.29,1.3,82.71,64.17,29.34,63.3,31.18,1.37,8,2
247.53,230.34,33.62,11.23,4.41,88.21,35.09,32.52,60.46,22.91,0.34,8,3
68.11,68.62,10.05,5.85,0.88,64.75,122.51,20.87,71.05,25.79,1.92,5,1
164.27,84.43,14.29,9.1,1.93,75.97,51.81,29.99,87.9,28.86,2.3,6,2
197.82,138.98,15.95,10.61,2.11,82.52,54.37,33.94,72.32,20.62,0.77,8,2
64.29,41.69,9.06,6.36,0.96,60.91,118.54,20.91,75.88,20.92,1.59,4,1
5.79,6.17,0.86,3.55,0.09,41.2,431.61,31.94,84.32,23.64,19.85,11,0
7.78,38.4,0.19,4.91,-0.5,54.95,222.93,23.39,82.9,7.8,18.96,5,0
12.42,8.58,1.35,1.99,-0.45,38.36,393.09,29.44,62.84,38.3,13.31,10,0
28.02,15.92,3.37,1.22,-0.4,39.97,234.79,19.14,91.35,29.21,8.03,10,0
7.21,30.36,2.5,4.65,-0.38,45.84,193.15,29.62,80.78,31.42,5.66,3,0
52.74,65.54,5.35,7.78,0.97,62.84,117.64,30.4,72.16,28.84,1.82,8,1
119.3,66.4,10.13,6.17,0.6,62.16,132.28,28.6,72.03,10.39,4.76,11,1
111.53,78.48,11.0,5.18,0.77,71.77,148.19,20.89,89.85,16.11,2.81,10,1
31.88,12.28,2.16,4.49,0.28,29.86,479.3,34.17,79.68,38.63,14.71,7,0
16.86,16.09,0.26,2.99,-0.4,36.04,240.28,31.65,65.37,17.83,16.14,10,0
4.35,8.92,0.94,2.71,0.03,30.55,104.83,28.3,93.7,25.63,11.82,4,0
28.1,4.48,3.05,3.27,0.13,59.47,200.35,33.45,87.48,22.06,11.66,12,0
55.92,64.27,11.17,7.65,0.76,63.17,136.3,21.34,85.81,15.03,4.6,9,1
38.97,32.18,4.11,2.89,-0.35,23.99,397.34,29.06,65.05,37.72,18.07,3,0
28.03,17.54,1.43,1.38,0.21,20.45,100.66,34.95,85.45,5.53,17.06,1,0
47.85,9.77,4.53,3.9,0.09,50.6,302.63,32.22,72.62,19.01,16.85,2,0
76.15,50.86,6.62,5.96,0.93,61.16,132.89,26.87,87.81,35.95,2.72,12,1
65.92,46.65,7.33,7.82,0.54,74.82,98.52,33.15,76.11,29.84,2.13,12,1
110.94,48.59,8.4,7.88,0.63,63.79,85.11,34.23,93.25,29.46,4.6,1,1
55.88,75.4,6.88,5.73,0.51,68.66,104.47,30.2,71.08,32.37,3.22,3,1
68.8,71.06,8.87,6.98,0.53,67.22,111.74,21.37,93.66,22.9,2.92,8,1
195.74,126.9,14.51,8.74,2.05,80.46,53.97,19.05,78.74,24.81,0.51,8,2
247.12,228.65,23.27,11.73,2.99,96.41,11.97,25.85,94.97,34.37,1.2,8,3
107.74,67.55,8.86,5.73,0.6,74.52,115.78,33.86,80.53,23.41,3.48,11,1
189.49,81.21,13.95,8.27,1.66,88.35,48.05,23.56,71.88,36.34,2.2,7,2
50.19,74.0,7.67,6.49,0.31,67.38,148.65,24.72,84.05,33.52,2.47,5,1
180.96,129.83,13.86,8.2,1.57,87.83,24.68,29.92,76.85,13.93,1.65,7,2
34.42,10.39,1.27,4.99,-0.35,25.92,139.47,28.67,72.78,23.74,12.86,1,0
32.68,30.96,4.07,2.97,-0.34,49.49,379.89,33.36,63.65,39.39,7.19,1,0
141.71,91.11,17.45,9.6,1.77,78.85,22.09,19.81,91.71,6.44,1.32,7,2
148.2,133.38,15.16,10.15,2.41,84.77,44.81,27.24,80.47,10.14,1.63,8,2
95.75,50.96,9.15,6.47,0.39,63.64,79.17,21.92,70.12,17.93,4.74,10,1
12.62,15.66,0.8,4.19,-0.21,57.44,437.0,23.01,80.08,16.25,18.45,10,0
34.76,16.72,2.83,3.6,-0.22,56.68,153.59,18.07,92.36,8.94,14.42,11,0
192.34,95.08,19.45,8.2,2.19,81.53,30.67,24.62,73.63,13.05,0.66,6,2
77.44,54.75,9.83,6.16,0.54,72.54,60.13,22.23,60.54,10.84,3.87,10,1
34.72,33.29,4.23,3.71,0.26,40.44,465.53,32.4,70.84,11.87,19.45,5,0
171.34,90.56,13.27,9.24,1.11,86.33,44.09,26.65,84.81,24.93,1.19,8,2
45.55,38.76,2.48,2.16,0.12,25.3,406.24,20.12,94.19,39.49,16.92,4,0
218.51,169.1,25.01,13.61,2.86,89.0,24.04,31.74,74.26,23.7,0.97,9,3
21.94,32.83,3.9,3.05,-0.3,38.6,325.48,28.95,84.3,22.2,20.0,11,0
405.3,140.17,35.91,11.15,3.02,85.77,26.13,19.95,73.43,20.97,1.06,7,3
12.4,28.42,3.86,2.66,-0.33,51.16,368.2,32.35,67.18,34.13,17.9,5,0
56.86,45.09,5.43,7.99,0.57,73.59,79.36,21.72,77.44,33.86,4.14,12,1
42.79,9.09,4.19,2.12,0.01,47.77,305.06,21.61,61.16,15.64,8.19,4,0
0.25,2.4,4.52,3.59,-0.28,27.09,217.71,34.01,87.45,21.18,4.95,9,0
156.66,95.74,13.93,9.45,2.33,80.68,64.98,26.09,94.71,31.97,0.69,6,2
32.08,2.05,2.4,2.07,-0.2,34.19,124.17,34.91,70.46,30.77,10.93,3,0
75.58,57.84,7.99,6.88,0.81,71.77,114.96,34.15,84.89,19.93,3.03,7,1
31.39,31.89,4.7,3.42,-0.29,53.47,165.29,33.44,80.14,7.44,3.38,2,0
123.07,104.1,18.39,9.57,1.83,76.46,27.94,29.48,94.27,29.92,1.85,7,2
333.98,193.73,30.05,11.46,3.65,88.6,37.25,28.08,72.42,6.82,0.92,6,3
49.43,28.4,2.6,2.56,-0.09,32.98,349.08,28.56,69.64,5.62,4.58,1,0
88.89,73.0,8.53,7.75,0.74,72.61,64.83,29.48,65.96,11.64,4.49,12,1
46.96,1.73,3.07,3.77,-0.41,21.92,413.96,19.82,86.69,34.72,9.54,12,0
100.31,44.42,5.25,7.98,0.46,60.81,68.99,24.66,88.08,16.94,1.64,5,1
47.39,32.78,2.76,4.5,0.29,44.43,345.16,21.95,65.85,31.59,15.83,9,0
166.64,134.54,19.54,8.19,1.6,75.35,39.76,33.48,89.63,9.46,1.57,6,2
153.54,91.64,14.28,9.52,1.8,87.08,67.48,31.27,66.71,6.75,1.66,9,2
87.23,43.67,8.12,8.0,0.88,73.4,132.32,21.87,60.11,15.62,1.86,10,1
96.4,63.61,7.96,5.6,0.51,67.87,115.19,31.04,94.04,15.0,4.23,6,1
40.69,37.62,3.24,4.82,-0.38,39.1,340.72,24.82,71.83,9.44,12.89,5,0
189.02,110.54,15.47,9.13,2.06,85.07,31.77,22.29,60.65,29.47,1.84,8,2
190.71,80.31,19.47,9.53,2.05,87.83,48.03,21.02,65.57,28.01,2.17,9,2
46.75,11.64,2.6,2.57,0.27,33.4,411.42,25.41,73.24,31.17,17.54,11,0
7.63,30.74,2.18,1.71,0.11,56.61,473.31,26.15,64.97,32.75,13.14,11,0
192.03,117.99,14.71,9.05,2.09,88.46,73.23,28.91,62.94,10.66,2.06,9,2
35.51,14.56,4.17,2.82,0.08,24.3,438.45,21.6,65.09,16.07,15.51,6,0
117.77,71.95,5.96,6.04,0.98,67.35,61.16,29.85,94.91,16.34,3.11,4,1
34.56,36.1,4.82,4.34,-0.33,31.43,448.3,28.89,70.98,12.84,18.12,6,0
284.69,218.45,34.28,11.32,3.62,93.59,35.85,23.03,84.23,6.2,0.2,6,3
4.76,4.78,3.92,2.4,-0.32,34.11,358.13,30.64,71.87,20.82,12.3,7,0
10.34,37.0,1.83,1.41,0.06,31.98,207.54,32.59,74.28,39.31,19.97,10,0
56.85,79.89,10.29,7.2,0.34,65.98,58.62,27.7,90.76,14.9,2.76,7,1
176.0,86.26,15.19,10.17,1.42,85.31,21.47,27.34,82.12,25.2,1.11,8,2
19.95,31.42,2.44,1.87,-0.41,39.96,417.75,21.95,75.28,34.93,14.1,11,0
22.12,6.22,2.98,2.0,-0.23,38.85,110.71,29.66,75.01,35.27,4.56,8,0
16.13,16.98,0.73,4.32,-0.22,36.01,457.62,27.25,93.48,36.04,11.44,5,0
187.9,90.15,17.65,8.44,2.18,78.68,64.27,34.77,80.3,27.14,1.41,7,2
103.4,54.68,8.82,6.55,0.37,64.82,51.94,31.8,89.03,33.07,1.89,5,1
171.49,116.56,15.74,9.88,2.19,89.54,48.04,25.56,83.4,27.05,1.65,6,2
25.18,28.44,3.87,1.0,-0.1,29.41,449.96,29.33,69.31,17.48,5.6,9,0
35.69,37.19,3.59,3.31,-0.32,20.62,377.87,32.59,76.32,23.57,6.93,9,0
411.82,240.33,23.55,11.63,3.71,91.52,15.45,33.32,70.21,10.45,1.34,6,3
98.68,73.02,5.39,6.44,0.67,62.54,82.24,32.16,92.53,26.99,3.04,11,1
161.61,131.13,16.42,9.68,2.31,81.05,28.04,30.84,81.71,29.64,0.56,6,2
207.51,238.71,35.57,13.92,3.43,96.02,7.18,19.14,94.14,33.59,0.57,9,3
13.38,2.9,1.77,1.11,-0.06,28.46,214.8,26.55,69.42,25.95,18.48,8,0
34.66,32.86,0.21,3.68,0.26,24.97,458.49,28.48,81.45,15.46,13.11,12,0
167.67,110.84,12.27,9.96,1.26,88.97,61.14,21.95,90.83,23.82,1.91,9,2
370.83,166.7,35.2,13.91,4.48,93.35,36.04,22.18,93.35,9.73,0.38,6,3
38.48,10.57,3.64,4.35,0.13,30.96,260.65,26.35,65.86,20.84,10.03,9,0
48.57,7.24,4.27,2.97,-0.3,54.83,278.12,24.11,80.75,10.72,11.75,11,0
103.58,43.26,5.28,5.99,0.81,67.83,91.7,31.03,87.51,21.09,4.35,5,1
49.0,23.85,3.55,1.03,-0.09,21.5,327.69,34.46,78.92,21.04,18.65,7,0
33.09,38.72,3.53,2.03,-0.27,23.72,374.49,21.51,67.97,5.32,11.81,12,0
17.33,23.83,4.85,4.93,-0.04,20.04,460.26,24.22,89.02,18.99,12.69,3,0
293.34,239.23,42.94,13.79,3.04,90.2,35.46,28.2,64.13,6.97,0.6,7,3
40.55,3.5,4.03,3.68,0.09,37.29,371.89,31.07,75.64,21.55,13.35,4,0
33.12,14.85,3.23,2.42,0.04,49.17,376.22,29.17,69.8,6.01,4.94,1,0
172.97,105.31,17.84,10.17,1.95,86.94,46.93,27.5,69.28,18.46,0.74,6,2
16.68,1.52,0.73,4.67,0.3,51.22,214.73,30.57,93.9,20.94,9.84,4,0
195.03,111.75,12.08,9.02,1.6,80.09,46.18,20.06,69.54,22.77,1.77,7,2
28.29,39.41,2.36,1.73,-0.11,40.5,396.67,24.84,67.63,27.58,14.88,4,0
193.21,94.27,15.43,8.37,1.69,77.0,51.4,27.41,68.58,17.38,1.97,8,2
47.65,9.69,2.36,4.75,0.13,58.58,343.33,32.05,70.2,10.77,8.67,10,0
72.74,60.65,8.11,6.02,0.89,67.25,133.27,20.4,94.21,25.57,1.87,10,1
46.54,21.23,4.61,1.83,-0.02,36.16,409.69,26.41,91.95,18.2,13.3,2,0
